0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0.049113
6	0.00048286	0
7	0.00047348	0
8	0.00046438	0
9	0.00045553	0
10	0.00044694	0
11	0.00043859	0.416
12	0.042831	0
13	0.035269	0
14	0.029592	0
15	0.025214	0
16	0.021759	0
17	0.018983	0
18	0.016715	0
19	0.014838	0
20	0.013265	0
21	0.011934	0
22	0.010796	0
23	0.0098159	0
24	0.0089653	0
25	0.008222	0
26	0.0075686	0
27	0.0069911	0
28	0.006478	0
29	0.00602	0
30	0.0056094	0
31	0.0052399	0
32	0.0049061	0
33	0.0046035	0
34	0.0043284	0
35	0.0040774	0
36	0.0038478	0
37	0.0036373	0
38	0.0034437	0
39	0.0032653	0
40	0.0031006	0
41	0.002948	0
42	0.0028066	0
43	0.0026752	0
44	0.0025528	0
45	0.0024388	0
46	0.0023322	1.1558
47	0.32033	0
48	0.17829	0
49	0.11714	0
50	0.083924	0
51	0.063525	0
52	0.049971	0
53	0.04045	0
54	0.033479	0
55	0.028208	0
56	0.024117	0
57	0.020874	0
58	0.018255	0
59	0.016109	0
60	0.014327	0
61	0.01283	0
62	0.011559	0
63	0.010471	0
64	0.0095314	0
65	0.0087148	0
66	0.0080001	0
67	0.0073709	1.4414
68	0.53355	0
69	0.24074	0
70	0.14628	0
71	0.10032	0
72	0.073792	0
73	0.056876	0
74	0.045338	0
75	0.037077	0
76	0.030938	0
77	0.026241	0
78	0.02256	0.2358
79	0.060584	0
80	0.047917	0
81	0.03895	0
82	0.032345	0
83	0.027326	0
84	0.023415	0
85	0.020304	0
86	0.017786	0
87	0.015717	0
88	0.013996	0
89	0.012546	0
90	0.011315	0
91	0.010258	0
92	0.0093455	0
93	0.0085509	0
94	0.0078547	0
95	0.0072413	0
96	0.0066978	0
97	0.0062141	0
98	0.0057814	0
99	0.0053929	0
100	0.0050427	0
101	0.0047259	0
102	0.0044383	0
103	0.0041765	0.36752
104	0.05216	0
105	0.041981	0
106	0.03459	0
107	0.029038	0
108	0.024752	0
109	0.021368	0
110	0.018647	0
111	0.016424	0
112	0.014583	0
113	0.01304	0
114	0.011733	0
115	0.010616	0
116	0.0096538	0
117	0.0088183	0
118	0.0080882	0
119	0.0074463	0.58735
120	0.12108	0
121	0.086054	0
122	0.064789	0
123	0.050767	0
124	0.040973	0
125	0.033833	0
126	0.028452	0
127	0.024288	0
128	0.020994	0
129	0.018339	0
130	0.016168	0
131	0.014366	0
132	0.012855	0.0038352
133	0.01195	0
134	0.010801	0
135	0.0098118	0
136	0.0089547	0
137	0.0082067	0
138	0.0075498	0
139	0.0069697	0
140	0.0064547	0
141	0.0059954	0
142	0.005584	0
143	0.005214	0
144	0.0048799	0
145	0.0045772	0
146	0.0043022	0
147	0.0040514	0
148	0.0038222	0
149	0.003612	0
150	0.0034188	0
151	0.0032409	0
152	0.0030766	0
153	0.0029246	0
154	0.0027837	0.63048
155	0.11338	0
156	0.081482	0
157	0.061804	0
158	0.04869	0
159	0.039458	0
160	0.032688	0
161	0.027562	0
162	0.023579	0
163	0.020419	0
164	0.017865	0
165	0.015771	0
166	0.014031	0
167	0.012568	0
168	0.011326	0
169	0.010262	0.64874
170	0.15246	0
171	0.10333	0
172	0.075441	0
173	0.057846	0
174	0.045935	0
175	0.037454	0
176	0.031178	0
177	0.026393	0
178	0.022654	0
179	0.019672	0
180	0.017253	0
181	0.015262	0
182	0.013603	0
183	0.012205	0
184	0.011014	0
185	0.0099927	0
186	0.0091088	0
187	0.0083387	0
188	0.0076636	0
189	0.0070682	0
190	0.0065405	0
191	0.0060703	0
192	0.0056497	0
193	0.0052718	0
194	0.0049309	0
195	0.0046224	0.55045
196	0.09964	0
197	0.073152	0
198	0.056306	0
199	0.044839	0
200	0.03664	0
201	0.030555	0
202	0.025902	0
203	0.022259	0
204	0.019349	0
205	0.016985	0.0058961
206	0.0157	0
207	0.013966	0
208	0.012509	0
209	0.011273	0
210	0.010213	0
211	0.0092984	0
212	0.0085029	0
213	0.0078066	0
214	0.0071935	0
215	0.0066508	0
216	0.0061679	0
217	0.0057364	0
218	0.0053491	0
219	0.0050001	0
220	0.0046846	0
221	0.0043983	0
222	0.0041377	0
223	0.0038998	0
224	0.003682	0
225	0.0034822	0.035688
226	0.0054257	0
227	0.005069	0
228	0.0047468	0
229	0.0044546	0
230	0.0041889	0
231	0.0039464	0
232	0.0037247	0
233	0.0035212	0
234	0.0033341	0
235	0.0031617	0
236	0.0030024	0
237	0.002855	0
238	0.0027182	0
239	0.0025911	0
240	0.0024728	0
241	0.0023625	0
242	0.0022594	0
243	0.002163	0
244	0.0020727	0.25047
245	0.025167	0
246	0.021665	0
247	0.018861	0
248	0.016578	0
249	0.014692	0
250	0.013117	0
251	0.011786	0
252	0.01065	0.68252
253	0.16755	0
254	0.1109	0
255	0.079807	0
256	0.060591	0
257	0.047767	0
258	0.03873	0
259	0.032098	0
260	0.027074	0
261	0.023168	0
262	0.020067	0
263	0.017561	0
264	0.015506	0
265	0.013797	0
266	0.01236	0
267	0.01114	0
268	0.010095	0
269	0.0091922	0
270	0.0084069	0
271	0.0077195	0
272	0.0071141	0
273	0.006578	0
274	0.0061011	0
275	0.0056747	0
276	0.005292	0
277	0.0049472	0
278	0.0046353	0
279	0.0043523	0
280	0.0040947	0
281	0.0038595	0
282	0.0036442	0
283	0.0034466	0
284	0.0032648	0
285	0.0030971	0
286	0.0029421	0.26112
287	0.029641	0
288	0.025167	0
289	0.021655	0
290	0.018844	0
291	0.016557	0
292	0.01467	0.16414
293	0.035881	0
294	0.029943	0
295	0.025398	0
296	0.021837	0
297	0.018989	0
298	0.016675	0
299	0.014767	0
300	0.013174	0
301	0.011829	0
302	0.010683	0
303	0.0096989	0
304	0.0088463	0
305	0.0081029	0.028957
306	0.0099122	0
307	0.0090314	0
308	0.0082645	0.013865
309	0.0087381	0
310	0.0080079	0
311	0.0073667	0
312	0.0068005	0
313	0.0062978	0
314	0.0058496	0
315	0.0054481	0
316	0.0050869	0
317	0.0047609	0
318	0.0044656	1.9164
319	0.88752	2.2559
320	2.4606	0
321	0.1955	0
322	0.12438	0
323	0.087462	0
324	0.065387	0
325	0.050977	0
326	0.040985	0.33144
327	0.11256	0
328	0.080636	0
329	0.061031	0
330	0.048005	0
331	0.038857	0
332	0.03216	0
333	0.027095	0
334	0.023165	0
335	0.020049	0
336	0.017534	0.017268
337	0.017504	0
338	0.015448	0
339	0.01374	0
340	0.012304	0
341	0.011086	0
342	0.010043	0
343	0.0091426	0
344	0.0083596	0.31739
345	0.054369	0
346	0.043368	0
347	0.035484	0
348	0.029621	0
349	0.025132	0
350	0.021612	0
351	0.018798	0
352	0.016509	0
353	0.014622	0
354	0.013046	0
355	0.011716	0
356	0.010582	0
357	0.009608	0.32986
358	0.060046	0
359	0.047303	0
