     0.000	   -17.270
     0.042	   -17.850
     0.118	   -18.420
     0.125	   -18.940
     0.167	   -19.290
     0.243	   -19.540
     0.250	   -19.580
     0.292	   -19.350
     0.368	   -18.520
     0.375	   -17.160
     0.417	   -15.810
     0.493	   -14.030
     0.500	   -13.610
     0.542	   -12.880
     0.618	   -11.010
     0.625	   -10.150
     0.667	   -10.200
     0.743	   -10.210
     0.750	    -9.500
     0.792	    -8.930
     0.868	    -8.660
     0.875	    -8.530
     0.917	    -8.060
     0.993	    -7.214
     1.000	    -6.873
     1.042	    -7.060
     1.118	    -5.874
     1.125	    -6.205
     1.167	    -5.059
     1.243	    -4.010
     1.250	    -3.769
     1.292	    -3.373
     1.368	    -2.316
     1.375	    -0.670
     1.417	     0.241
     1.493	    -0.382
     1.500	     0.095
     1.542	    -0.355
     1.618	     0.508
     1.625	     1.127
     1.667	     1.629
     1.743	     2.147
     1.750	     2.402
     1.792	     2.613
     1.868	     3.834
     1.875	     2.839
     1.917	     2.523
     1.993	     4.572
     2.000	     6.046
     2.042	     6.340
     2.118	     6.940
     2.125	     7.873
     2.167	     8.480
     2.243	     9.100
     2.250	     9.170
     2.292	     9.540
     2.368	     9.420
     2.375	    10.040
     2.417	    10.420
     2.493	    11.150
     2.500	    11.660
     2.542	    11.570
     2.618	    11.660
     2.625	    11.370
     2.667	    10.720
     2.743	     9.740
     2.750	     7.951
     2.792	     5.906
     2.868	     4.682
     2.875	     5.642
     2.917	     5.030
     2.993	     4.199
     3.000	     4.020
     3.042	     2.974
     3.118	     2.190
     3.125	     1.738
     3.167	     1.444
     3.243	     1.510
     3.250	     1.836
     3.292	     1.841
     3.368	     2.303
     3.375	     2.813
     3.417	     3.025
     3.493	     4.143
     3.500	     3.698
     3.542	     3.919
     3.618	     4.157
     3.625	     4.123
     3.667	     4.123
     3.743	     4.079
     3.750	     3.619
     3.792	     3.303
     3.868	     3.323
     3.875	     3.287
     3.917	     3.142
     3.993	     3.132
     4.000	     3.237
     4.042	     3.511
     4.118	     3.728
     4.125	     4.103
     4.167	     4.732
     4.243	     5.003
     4.250	     5.623
     4.292	     5.790
     4.368	     6.404
     4.375	     7.182
     4.417	     7.872
     4.493	     7.908
     4.500	     7.903
     4.542	     8.650
     4.618	     8.710
     4.625	     9.910
     4.667	    10.810
     4.743	    11.140
     4.750	    11.170
     4.792	    11.100
     4.868	    10.990
     4.875	    10.770
     4.917	    10.330
     4.993	     9.520
     5.000	     9.180
     5.042	     8.590
     5.118	     7.464
     5.125	     6.388
     5.167	     5.049
     5.243	     3.881
     5.250	     2.849
     5.292	     2.318
     5.368	     2.172
     5.375	     2.165
     5.417	     2.081
     5.493	     2.140
     5.500	     2.153
     5.542	     2.473
     5.618	     2.366
     5.625	     1.980
     5.667	     1.179
     5.743	     0.746
     5.750	    -0.129
     5.792	    -0.537
     5.868	    -1.175
     5.875	    -1.674
     5.917	    -2.366
     5.993	    -2.780
     6.000	    -2.936
     6.042	    -3.227
     6.118	    -3.543
     6.125	    -3.786
     6.167	    -3.967
     6.243	    -4.254
     6.250	    -4.470
     6.292	    -4.477
     6.368	    -4.253
     6.375	    -3.843
     6.417	    -3.226
     6.493	    -2.666
     6.500	    -2.320
     6.542	    -2.578
     6.618	    -2.653
     6.625	    -3.075
     6.667	    -4.771
     6.743	    -4.932
     6.750	    -5.059
     6.792	    -5.383
     6.868	    -5.852
     6.875	    -6.340
     6.917	    -6.444
     6.993	    -6.647
     7.000	    -6.702
     7.042	    -6.611
     7.118	    -6.545
     7.125	    -6.577
     7.167	    -6.697
     7.243	    -6.920
     7.250	    -7.072
     7.292	    -7.101
     7.368	    -6.825
     7.375	    -6.269
     7.417	    -5.204
     7.493	    -4.212
     7.500	    -3.064
     7.542	    -1.903
     7.618	    -1.848
     7.625	    -1.812
     7.667	    -2.400
     7.743	    -3.211
     7.750	    -3.950
     7.792	    -4.746
     7.868	    -5.318
     7.875	    -5.900
     7.917	    -6.535
     7.993	    -6.927
     8.000	    -6.938
     8.042	    -7.026
     8.118	    -7.354
     8.125	    -7.664
     8.167	    -8.000
     8.243	    -8.070
     8.250	    -8.260
     8.292	    -8.330
     8.368	    -7.943
     8.375	    -7.506
     8.417	    -6.826
     8.493	    -6.793
     8.500	    -6.570
     8.542	    -6.318
     8.618	    -6.531
     8.625	    -7.162
     8.667	    -7.289
     8.743	    -6.992
     8.750	    -6.167
     8.792	    -5.698
     8.868	    -5.195
     8.875	    -3.653
     8.917	    -3.557
     8.993	    -3.191
     9.000	    -3.907
     9.042	    -3.219
     9.118	    -2.849
     9.125	    -2.944
     9.167	    -2.676
     9.243	    -2.494
     9.250	    -2.272
     9.292	    -1.840
     9.368	    -1.960
     9.375	    -1.570
     9.417	    -1.252
     9.493	    -0.948
     9.500	    -1.045
     9.542	    -0.965
     9.618	    -0.700
     9.625	    -0.855
     9.667	    -1.076
     9.743	    -1.836
     9.750	    -2.132
     9.792	    -2.339
     9.868	    -2.284
     9.875	    -2.320
     9.917	    -2.697
     9.993	    -3.096
    10.000	    -3.431
    10.042	    -3.442
    10.118	    -3.342
    10.125	    -4.145
    10.167	    -5.058
    10.243	    -5.213
    10.250	    -5.071
    10.292	    -5.426
    10.368	    -6.056
    10.375	    -6.444
    10.417	    -6.328
    10.493	    -5.941
    10.500	    -5.284
    10.542	    -5.013
    10.618	    -5.454
    10.625	    -5.665
    10.667	    -6.628
    10.743	    -7.250
    10.750	    -8.010
    10.792	    -8.650
    10.868	    -9.120
    10.875	    -9.590
    10.917	   -10.110
    10.993	   -10.510
    11.000	   -10.780
    11.042	   -10.940
    11.118	   -11.170
    11.125	   -11.440
    11.167	   -11.540
    11.243	   -11.600
    11.250	   -11.600
    11.292	   -11.230
    11.368	   -10.810
    11.375	   -10.330
    11.417	    -9.560
    11.493	    -8.080
    11.500	    -7.393
    11.542	    -6.535
    11.618	    -6.209
    11.625	    -6.328
    11.667	    -7.147
    11.743	    -7.802
    11.750	    -8.190
    11.792	    -8.480
    11.868	    -8.750
    11.875	    -8.990
    11.917	    -9.250
    11.993	    -9.310
    12.000	    -9.310
    12.042	    -9.220
    12.118	    -8.970
    12.125	    -8.710
    12.167	    -8.690
    12.243	    -8.800
    12.250	    -8.780
    12.292	    -8.720
    12.368	    -8.560
    12.375	    -8.030
    12.417	    -6.885
    12.493	    -5.605
    12.500	    -4.714
    12.542	    -4.138
    12.618	    -3.472
    12.625	    -3.753
    12.667	    -4.787
    12.743	    -5.576
    12.750	    -5.908
    12.792	    -5.861
    12.868	    -5.726
    12.875	    -5.907
    12.917	    -6.213
    12.993	    -6.668
    13.000	    -7.111
    13.042	    -7.355
    13.118	    -7.291
    13.125	    -7.494
    13.167	    -7.618
    13.243	    -7.573
    13.250	    -7.658
    13.292	    -7.957
    13.368	    -7.993
    13.375	    -7.108
    13.417	    -5.954
    13.493	    -5.190
    13.500	    -4.317
    13.542	    -3.048
    13.618	    -2.169
    13.625	    -2.016
    13.667	    -3.100
    13.743	    -4.378
    13.750	    -4.981
    13.792	    -5.488
    13.868	    -5.803
    13.875	    -5.781
    13.917	    -6.026
    13.993	    -6.445
    14.000	    -6.990
    14.042	    -7.504
    14.118	    -7.952
    14.125	    -7.913
    14.167	    -8.120
    14.243	    -8.220
    14.250	    -8.160
    14.292	    -7.936
    14.368	    -7.668
    14.375	    -6.489
    14.417	    -4.800
    14.493	    -2.985
    14.500	    -0.532
    14.542	     1.093
    14.618	     2.021
    14.625	     0.223
    14.667	    -0.917
    14.743	    -1.775
    14.750	    -2.140
    14.792	    -2.433
    14.868	    -2.389
