183	-999	-999	-999	-999	-999	-999
184	-999	-999	-999	-999	-999	-999
185	-999	-999	-999	-999	-999	-999
186	-999	20.6	-999	-999	-999	-999
187	-999	21.2	-999	-999	-999	-999
188	-999	22.6	-999	-999	-999	-999
189	-999	22.6	-999	-999	-999	-999
190	-999	22.3	-999	-999	-999	-999
191	-999	22.6	-999	-999	-999	-999
192	-999	22.2	-999	-999	-999	-999
193	-999	23.7	-999	-999	-999	-999
194	-999	22	-999	-999	-999	-999
195	-999	22.1	-999	-999	-999	-999
196	-999	27.2	-999	-999	-999	-999
197	-999	27.5	-999	-999	-999	-999
198	-999	27.1	-999	-999	-999	-999
199	-999	24.8	-999	-999	-999	-999
200	-999	23.4	-999	-999	-999	-999
201	-999	23.7	-999	-999	-999	-999
202	-999	23.2	-999	-999	-999	-999
203	-999	22.5	-999	-999	-999	-999
204	-999	23.6	-999	-999	-999	-999
205	-999	23.5	-999	-999	-999	-999
206	0	23.8	-999	-999	-999	-999
207	0.05	24.7	-999	-999	-999	-999
208	0.03	24.9	-999	-999	-999	-999
209	0	26.5	-999	-999	-999	-999
210	0	27.4	-999	-999	-999	-999
211	0	26	-999	-999	-999	-999
212	0	28.5	-999	-999	-999	-999
213	0	29.5	-999	-999	-999	-999
214	0	29.1	-999	-999	-999	-999
215	0	27.3	-999	-999	-999	-999
216	0	26.3	-999	-999	-999	-999
217	0	25	-999	-999	-999	-999
218	0	25.6	-999	-999	-999	-999
219	0	25.9	-999	-999	-999	-999
220	0	23.5	-999	-999	-999	-999
221	0.49	24	-999	-999	-999	-999
222	0	21.9	-999	-999	-999	-999
223	0	21	-999	-999	-999	-999
224	0	21.3	-999	-999	-999	-999
225	0	23.1	-999	-999	-999	-999
226	0	23.2	-999	-999	-999	-999
227	0	23.3	-999	-999	-999	-999
228	0	23.5	-999	-999	-999	-999
229	0	23.1	-999	-999	-999	-999
230	0	23.7	-999	-999	-999	-999
231	0.05	26	-999	-999	-999	-999
232	0	24.3	-999	-999	-999	-999
233	0	23.4	-999	-999	-999	-999
234	0	24.8	-999	-999	-999	-999
235	0	22.8	-999	-999	-999	-999
236	0.04	22.2	23.6	30.6	3.7	16
237	0.66	20.1	22.7	30.6	3.8	10
238	0.37	21.1	-999	-999	-999	-999
239	0.77	22.5	-999	-999	-999	-999
240	0.19	19.7	-999	-999	-999	-999
241	0.03	19.5	-999	-999	-999	-999
242	0	18.9	-999	-999	-999	-999
243	0.12	18.4	20.4	30.3	4.1	7
244	1.36	18	19.1	30.3	8.1	7
245	0	20.7	19.1	28.9	8.7	8
246	0	20.1	20	29.5	11	7.4
247	0.22	18.4	20.1	30.2	12	7.6
248	0	19.5	20.2	30.5	10	6.3
249	0	20.8	20.7	30.8	9.3	6.1
250	0	21.4	21.1	31	7.7	6.9
251	0	21.9	21.4	31.1	7.5	7.8
252	0	19.5	21.3	31.2	6.4	7.9
253	0	16.9	20.6	31.1	4.5	8.1
254	0	16.2	20	31	4	7.6
255	0	18.2	19.9	30.8	4.4	7.7
256	0.59	19.3	19.8	30.6	4.1	7.6
257	0.89	19.2	19.8	30.3	3.4	6.5
258	0	20.6	20	29.8	3.7	6.3
259	0	20.9	20.7	29.7	4.4	7.2
260	0	21.3	21.2	29.8	5.6	9
261	0.42	21.6	21.4	29.9	4.8	8.9
262	0	18.8	21.2	29.8	4.4	7.8
263	0	16.3	-999	30.2	7.5	9.2
264	0	17.6	19.8	30.5	5.4	7.5
265	0.28	20.4	19.7	30.4	4.8	6.8
266	0	21.7	20.1	30.4	5.6	6.7
267	0	19.6	20.1	30.6	6.7	5.2
268	0.01	18.1	19.7	30.8	6.4	4
269	0	18.6	19.6	31.1	4	3.8
270	0	20.6	19.9	31	2.9	5
271	0.04	16.7	20	30.6	3.2	5.4
272	0	16.3	19.2	30.6	3.4	4.6
273	0.16	18.1	18.8	30.7	3.4	3.6
274	0	16.6	18.5	30.5	3.7	3
275	0	18.9	18.8	30.6	4.7	3.2
276	0.61	20.1	19.4	30.8	5.3	3.1
277	0.22	15.7	19.2	30.7	6.8	3.1
278	0.02	13.7	17.9	31	6.2	3
279	0	14.1	16.8	31.1	6.9	2.6
280	0	15	17.1	31.1	5.9	2.6
281	0	17.7	17.8	31.1	4.8	2.7
282	0	18.4	18.3	31.1	3.2	2.7
283	1.54	16.4	18	31.2	2.3	2.4
284	0.02	17.6	18	30.4	2	2.1
285	0	10.3	17	30.3	2.8	2.1
286	0	11.9	15.8	30.3	2.6	2
287	0	10.8	15	30.4	2.2	1.8
288	0	12.2	14.7	30.4	2	1.8
289	0.85	14.8	15.1	30.4	2.3	1.6
290	0.01	18.5	15.7	30.1	2.8	1.5
291	0.04	17.1	16.6	30.1	2.7	1.7
292	0.3	15.2	16.8	29.9	4.2	1.8
293	0	11.1	14.9	29.7	7	-999
294	0	12.9	14.7	30	3.4	-999
295	0	11	14.5	30.1	2.9	-999
296	0	8.6	13.5	30.7	2.6	-999
297	0	9.4	12.7	31.3	2.9	-999
298	0	8.2	12.1	31.6	-999	-999
299	0.34	7.6	12	31.8	-999	-999
300	1.09	13.8	13.1	31.3	-999	-999
301	0	9.7	11.5	30.8	-999	-999
302	0	11.8	11.1	29.8	-999	-999
303	0.03	14.1	12.2	30.4	-999	-999
304	0	15.5	13	30.4	2.7	2.1
305	0.11	10.1	13.2	30.4	2.6	2.2
306	0	6.3	12.3	30.8	2.5	2
307	0	5.3	11.8	31.1	2.5	1.9
308	0	7	11.7	31.2	2.2	2
309	0	9.6	11.6	31.3	2.1	2.2
310	0.08	12.3	12	31.4	1.7	2.4
311	1.51	14.2	12.8	31.1	2.1	3.3
312	0.01	15.9	13.3	30.6	7.9	3.6
313	0	13.6	13.5	30.6	6	3
314	0	13.7	13.4	30.7	4.4	2.9
315	0.35	15.1	13.6	30.7	3.5	2.8
316	0.07	15.7	13.9	30.6	4.5	2.9
317	0.13	13.8	14.2	30.3	5	2.8
318	0	15	14.2	30.3	5.9	3.1
319	0.28	16.6	14.5	30.5	6.4	3.5
320	0	14.7	14.7	30.5	7	3.4
321	0	9.3	13.9	30.3	7.5	3.3
322	0	8	13.1	30.4	5.9	3.1
323	0	5.7	12.1	30.5	5.2	2.7
324	0	5.1	11.3	30.6	4.2	2.4
325	0.01	7	10.5	30.9	5.1	3
326	1.4	7	9.8	30.7	7.7	3.8
327	0.04	9.6	9.7	30.2	10	4
328	0.01	7.4	9.9	30.5	11	4.2
329	0	9.1	10	30.3	7	3.7
330	0.01	10.9	10.3	30.3	5.7	3.8
331	0	10.5	10.8	30.6	5.7	3.9
332	0	11.7	11	30.6	5.7	3.7
333	0.01	13.3	11.6	30.5	5.2	3.9
334	0.12	14.8	12.2	30.6	6.5	4.1
335	0	7.7	11.6	30	15	4.2
336	0	5.7	10.4	29.9	9.9	3.4
337	0	3.9	9.9	30.1	6.8	2.9
338	0	1.5	8.9	30.6	4.8	2.4
339	0	6.4	8.8	30.9	5.7	2.2
340	0	8.4	9.1	31	5.6	2.2
341	0	-2.9	6.9	30.9	8.2	2.3
342	0.01	0.7	5.8	31.1	5.4	1.9
343	0.01	7.8	6.2	31.1	3.2	1.6
344	0.01	8.7	6.5	30.9	2.1	1.6
345	0	7.5	8	31	1	1.7
346	0.14	10.9	8.8	31	0.8	2
347	0.01	9	8.9	30.8	0.9	2.1
348	0.01	8.9	9.2	30.8	0.8	2.1
349	0.02	7.9	8.9	30.6	1.1	2.1
350	0.01	9	8.8	30.7	1.1	2.2
351	0.01	10.8	9.1	30.7	1.2	2.6
352	0	5.8	8.9	30.7	1.3	2.4
353	0	4.7	8.4	30.9	1	2.3
354	0.01	7.3	8.1	30.9	1.9	2.1
355	0.44	6.3	8.2	31.1	1.1	2.5
356	0.7	11.8	8.8	30.7	1.1	2.9
357	0.01	8.9	8.9	30.4	2.2	2.9
358	0.37	6.5	8.5	30.5	2.2	2.8
359	0.12	9.7	8.8	30.3	2.7	2.7
360	0	5.8	8.3	30.1	3.2	2.5
361	0	6.4	7.6	30.3	4.5	2.6
362	0	6.3	7.9	30.5	3.5	2.6
363	0	5.7	7.5	30.5	2.5	2.5
364	-999	4	7.2	30.5	1.6	2.7
365	-999	10.6	8	30.6	2.5	2.9
366	-999	7.4	8.2	30.3	5	2.8
367	-999	7	7.7	30.3	4	2.8
368	0	8.8	7.8	30.4	2.9	2.6
369	0.04	10.8	8.7	30.5	2.5	2.7
370	0.08	14	9.8	30.5	2	2.5
371	0.15	9.1	10.1	30.5	3.6	2.4
372	1.93	9.7	10	30.3	4.5	2.3
373	0	4.7	8.6	30.1	6.8	2.3
374	0	1.5	7.3	30.1	4.1	2.1
375	0	1.1	6.7	30.7	4.9	1.8
376	0.01	7.5	6.7	30.8	3.1	1.6
377	0.07	10.1	7.5	30.5	3.1	1.6
378	0.09	7.3	8.8	30.9	2.6	1.8
379	0.02	7.4	8.5	30.8	1.9	1.9
380	0	4.7	8	30.6	4.4	2.4
381	0	-4	5.8	30.9	5	2.4
382	0.13	0.7	5.4	31.1	2.2	2.6
383	0.02	3	6.1	31.1	3.4	3.3
384	0	-1.5	4.8	31.3	7.9	2.7
385	0.01	-3.7	3.7	31.6	5.3	3
386	0.01	-0.5	4.3	31.6	2	3
387	0.01	0.8	4.8	31.6	1.8	2.8
388	0.02	2	4.6	31.6	1.5	3.2
389	0.01	-1.5	4.5	31.7	1.2	3.4
390	0.01	-8.1	2.2	32	2.9	3.3
391	0	-0.2	2.4	32.3	1.5	2.8
392	0.07	3.3	3	32.1	1	3
393	0	-2.4	3.1	32.1	1.6	3.2
394	0.01	-1.1	3.1	32.2	3.2	2.9
395	0.01	-1	3.4	32.2	2.3	3.2
396	0	0.5	3.3	32.3	2.6	3.4
397	0.23	2.1	4	32.5	2.1	3.1
398	0	-1.4	4.3	32.4	2.9	3
399	0.02	-4.3	3.3	32.2	5.4	3.4
400	0	-9.1	1.7	32.2	7.3	3.5
401	0.01	-8	0.5	32.4	4.9	3.6
402	0.02	-6.8	0	32.6	3.5	3.5
403	0.01	-5.5	0.1	32.7	3.5	3.9
404	0	-3.8	0.4	32.9	5.4	3.8
405	0	-2.5	1	33	1.1	3.5
406	0.02	-2.8	1.3	33	0.7	3.7
407	0.02	0.9	1.2	32.9	1.1	4.1
408	0.01	-3.2	1.5	33	2.7	5.6
409	1.42	-2.7	1.2	33	2.7	6
410	0	-6.5	0.3	32.9	9.5	7.2
411	0.01	-5.7	0.2	33.1	11	6.2
412	0	-1.9	0.7	32.9	6	6.2
413	0	-1.3	1.4	32.7	4.1	8
414	0	-5.7	1.2	33.1	5.5	9
415	0.1	4.2	2.1	33.4	3.5	5.7
416	0.06	5.3	3.4	33.3	3.7	6.9
417	0.22	3.9	3.6	33.2	1.7	7.6
418	0	0.5	3.4	33	2.8	9.9
419	0	-0.6	2.3	33.3	2.7	10
420	0.27	-0.5	2.3	33.3	1.8	12
421	0.28	0.8	2.4	33.3	1.7	13
422	0.01	2.5	2.7	33.1	2.6	12
423	0.02	3.9	3	32.9	3.1	13
424	0.15	2.8	3.4	32.9	3.1	12
425	1.8	7.8	3.5	32.7	4.1	11
426	0	5.8	4.1	32.3	5.5	11
427	0.01	2.6	4.2	32.1	6.6	14
428	0	0.8	3.5	32.2	7.8	16
429	0	-7.8	1.7	32.7	11	17
430	0.04	-7.7	0.9	33.2	4.2	14
431	0	-3.7	1.3	33.1	4.3	13
432	0.01	-4.4	1.5	33.3	3	14
433	0	4.9	2.4	33.3	2	14
434	0.28	6.6	4	32.8	1.8	15
435	0.01	4.4	4.5	32.8	2.4	15
436	0.03	5.6	4.7	32.9	2.4	11
437	0	7.3	5.3	32.7	2.7	11
438	0.27	7.4	6.3	32.2	1.7	11
439	2.39	0	4.7	32.6	3.8	8.8
440	0.05	-0.4	2.8	32.3	7.1	8.5
441	0	0.9	3.1	32.5	8	7.6
442	0.01	2.6	3.4	32.5	5.6	7
443	0.01	6.2	4.6	32.5	4.8	6
444	0.01	1.3	4.7	32.7	3.9	6.2
445	0.06	6.6	5.2	32.9	1.8	4.1
446	0.22	9.1	5.8	33	1.9	2.6
447	0.07	6.7	6	32.7	1.2	2.1
448	0.01	5.6	6.8	32.4	0.9	1.9
449	0.01	6	7	32.2	1.1	2.1
450	0.05	14.3	7.8	32	1.3	2.9
451	0.02	12.3	8.2	32	1.6	3.6
452	0.02	8	7.5	32.1	2.4	4
453	0	8.1	6.8	32.5	2.1	3.9
454	0.01	7.3	7	32.6	1	3.8
455	0.11	6.4	7.1	32.6	1.1	4.1
456	0.39	7	7.1	32.4	1.6	4
457	0	7	7.6	32.3	1.6	3.5
458	1.78	5.2	7.4	32.2	2.7	3.3
459	0.01	4.5	7	31.7	4.5	4
460	0.01	2.9	6.2	31.7	4.8	3.9
461	0	2.4	6.1	31.9	2.1	3.5
462	0	2.6	5.5	32	1.9	3.5
463	0.02	4.3	5.7	32	1.8	4
464	0	5.3	6	32.5	1.2	4.5
465	0.01	5.2	6.2	32.8	1	4.8
466	2.14	5.6	6.4	32.6	1.9	5
467	0	7.5	6.4	31.9	7.1	8.3
468	0	7.4	6.6	32.2	-999	-999
469	2.55	7.8	6.5	32.4	-999	-999
470	0.01	6.9	6.9	32.1	-999	-999
471	0	7.2	7.1	31.9	-999	-999
472	0	7.8	6.9	32.2	-999	-999
473	0.01	8.2	7.2	32.2	-999	-999
474	0.01	9.7	8.1	32.3	-999	-999
475	0	12.8	9	32.2	-999	-999
476	0	14	9.7	32.2	-999	-999
477	0.01	12.9	10.7	32	-999	-999
478	0.01	18.7	12	31.6	-999	-999
479	0.21	11.6	10.8	31.9	-999	-999
480	0	9.9	11.5	30.7	2.3	12
481	1.56	10.9	12	30	2.2	13
482	0	14.4	11.6	30.4	2.5	10
483	0	14.4	11.7	30.7	3.6	8.4
484	0.01	16.2	11.7	31	3.3	6.1
485	1.24	12.7	11.2	31.4	3	4.8
486	0.22	12.1	11.1	31.2	2.2	4.3
487	0	12.7	11.5	31.3	2.3	3.5
488	0	13.1	11.8	31.2	1.9	3.2
489	0	13.8	11.9	31.3	1.5	3.2
490	0	10.8	12	31.4	2.6	4
491	0	10.7	12.2	31.2	2.9	3.9
492	0.01	11.9	12.9	31.2	2.7	4.1
493	0.01	13.8	13.9	31	2.4	4
494	0.01	15.1	14.6	30.8	2.2	3.9
495	0.05	15.3	14.9	30.8	2.4	4
496	0.25	15.8	15.1	30.6	3.1	3.1
497	0.06	14.6	15.1	30.6	3.1	2.9
498	0	13.3	14.8	30.6	2.9	2.9
499	0	15.9	14.5	30.7	3.1	4.3
500	0.42	16.4	14.1	31	4.1	3.6
501	0.01	14.1	14	31.1	3.9	3.4
502	0.25	9.4	13.8	30.9	3.1	2.8
503	0.1	11.8	13.2	30.8	3.4	2.2
504	0.04	16.3	13.7	30.8	3.4	1.7
505	0.01	15.4	14.2	30.9	3.2	1.6
506	0.01	14.7	14.8	30.9	2	1.8
507	0	15.4	15.7	30.8	1.4	1.9
508	0	16.9	16.2	30.5	1.2	3.1
509	0.01	19.5	16.5	30.4	1.5	2.6
510	0	22.9	16.5	30.6	2.3	3.3
511	0.07	21.8	16.8	30.7	1.8	2.8
512	0.03	20.8	17.6	30.5	1.5	4.4
513	0	19.1	16.9	30.7	3	3.6
514	0.01	18.9	17.4	30.7	1.5	3.7
515	0	19.7	17.1	30.9	1.4	4.2
516	0.03	20	18.9	30.5	1.3	4
517	0.01	20.6	19.1	30.6	1.6	3.5
518	1.34	18.9	18.2	30.6	1.8	3.2
519	2.8	17.7	17.4	29.8	4.1	2.7
520	0.01	20.2	18.3	29.6	2.9	2.3
521	0.01	17.7	18.2	29.8	2.4	1.9
522	0.01	17.1	17.7	30.1	1.9	1.9
523	0	19.1	18.3	30.2	1.4	2
524	0	19.6	18.9	30.2	1.4	2.1
525	0	18.1	18.9	30.3	1.6	2.2
526	0.84	21.5	19	30.4	1.7	2.2
527	0.06	20.7	19.4	30.6	1.7	2
528	0.09	16.9	19.1	30.7	1.9	2.6
529	0.01	15.5	18.2	30.8	2.8	2.3
530	0.01	16.8	18.4	30.8	2.3	2
531	0.01	18.7	19.1	30.9	2.3	1.8
532	0	22.6	19.8	30.9	2.2	1.9
533	0	22.2	20.4	31.1	1.8	1.8
534	0.03	20.8	20.8	31.2	1.5	1.8
535	0.33	22.2	20.8	31.1	1.3	2
536	0.78	20.5	19.9	31	1.4	1.9
537	0.01	20.5	19.7	30.9	1.5	2.4
538	0.01	19.6	18.1	31.1	1.5	2.4
539	0	19.2	17.8	31.3	1.2	2.1
540	0.01	20.7	18.7	31.3	1.3	2.4
541	0.02	22.5	19.6	31.2	1.2	2.9
542	4.38	23	21	30.7	1.9	3.3
543	0.44	23.4	20.8	30	2.2	3.7
544	0	21.5	19.6	30.4	1.9	3.9
545	0	21.4	19.8	30.4	1.9	3.3
546	0	19.6	19	30.7	2.1	3.4
547	0	18.8	18.3	30.9	1.8	2.8
548	0	20.1	18.2	31.2	1.8	2.7
549	0.03	20.1	18.2	31	2.1	2.9
550	1.14	20.3	18.5	30.7	3.1	3.2
551	0.6	22.6	18.9	30.8	2.3	2.9
552	0	22.9	19	31.1	2.1	2.7
553	0	23.4	18.9	31.2	1.7	2.8
554	0	24.2	18.9	31.5	1.3	2.9
555	0	23.2	19.6	31.4	1.6	3.2
556	0.84	23.3	20.1	31.3	1.6	3.7
557	0	-999	20.9	31.4	1.9	2.8
558	0	-999	21.5	31.4	2.1	2.4
559	0	-999	21.5	31.6	2.1	2.4
560	0	-999	21.8	31.5	2.7	3
561	0.01	-999	21	31.8	2	2.9
562	0	-999	21.8	31.7	1.8	2.4
563	0.67	-999	22.1	31.6	1.6	2.3
564	0.02	-999	22.6	31.4	1.7	2.3
565	0	-999	23	31.4	1.9	2.6
566	0	-999	21.9	31.5	1.8	2.8
567	0	-999	22.1	31.5	1.6	2.7
568	1.57	-999	21.7	31.2	2.1	2.3
569	0	-999	21.4	30.7	2.2	2.3
570	0.01	-999	21.9	30.8	1.9	2.5
571	0	-999	22.8	30.9	2	3.3
572	0	-999	23.1	31.1	2.4	3.5
573	0	-999	23.4	31.2	2.8	4.2
574	1.6	-999	23.6	31.3	2.8	3.7
575	0	-999	23.6	31.2	2.7	3.3
576	0	-999	23.6	31.5	3.1	4.3
577	0	26.6	24.2	31.5	2.6	5.3
578	0	26.3	24.2	31.5	3	6.4
579	0.26	25.7	23.8	31.6	3.4	7.9
580	0	26	23.4	31.6	3.1	7.5
581	0	23.8	22.8	31.7	2.4	5.8
582	0.03	24.3	23.6	31.7	2	4.4
583	0	26.4	23.7	31.6	1.9	5
584	5.16	28.2	24.3	30.4	2.4	5.8
585	0	24.3	23.8	30.3	2.1	5.4
586	0.54	19.2	23.5	30.3	2.6	3.8
587	0	20.4	22.6	30.1	3.8	2.6
588	0	24.2	23.3	30.3	3.5	2.6
589	0.06	25.5	23.6	30.3	2.6	2.9
590	0	22.9	23.1	30.5	2	2.6
591	0	23.8	23.2	30.5	2.3	2.6
592	0	24.3	23	30.5	2	-999
593	0.94	23.9	22.9	30.5	2	-999
594	0	20.1	22.3	30.4	2	-999
595	0.34	19.3	21.3	30.5	1.7	-999
596	0.04	19	20.5	30.5	1.4	-999
597	1.22	-999	19.5	30.5	1.9	-999
598	0	-999	18.5	30.4	3.1	3.4
599	0	-999	18.9	30.4	3.2	3.2
600	0	-999	20.1	30.5	2.6	3.8
601	0	-999	21	30.7	2.6	4.3
602	0	-999	21.3	30.8	2.7	3.9
603	0	-999	21.5	30.9	2.8	4
604	0	-999	22.1	31	2.3	4.2
